id_transaksi,tanggal,jenis_transaksi,nama_barang,gudang_asal,gudang_tujuan,jumlah_masuk,jumlah_keluar,jumlah_rusak,jumlah_hilang,jumlah_ketemu,harga_satuan,total_transaksi,metode_pembayaran,status_transaksi,catatan
TRX0684,2025-04-26,restock,Botol 1000ml,,Gudang C,451,0,0,0,0,3000,1353000,cash,selesai,Restock otomatis ke Gudang C
TRX0685,2025-04-26,penjualan,Botol 250ml,Gudang B,,0,25,0,0,0,1500,37500,cash,pending,Penjualan otomatis dari Gudang B
TRX0686,2025-04-26,penjualan,Botol 1000ml,Gudang B,,0,73,4,0,0,3300,240900,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0687,2025-04-26,penjualan,Botol 1500ml,Gudang A,,0,70,0,0,0,3500,245000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0688,2025-04-26,pindah_gudang,Botol 1500ml,Gudang B,Gudang D,180,180,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0689,2025-04-26,pindah_gudang,Botol 1000ml,Gudang C,Gudang D,141,141,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX0690,2025-04-27,restock,Botol 330ml,,Gudang B,355,0,0,0,0,1700,603500,transfer,selesai,Restock otomatis ke Gudang B
TRX0691,2025-04-27,penjualan,Botol 250ml,Gudang A,,0,11,0,0,0,1700,18700,cash,selesai,Penjualan otomatis dari Gudang A
TRX0692,2025-04-27,penjualan,Botol 500ml,Gudang A,,0,100,7,0,0,2200,220000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0693,2025-04-28,restock,Botol 1000ml,,Gudang C,541,0,0,0,0,3000,1623000,cash,selesai,Restock otomatis ke Gudang C
TRX0694,2025-04-28,restock,Botol 600ml,,Gudang C,321,0,0,0,0,2200,706200,transfer,selesai,Restock otomatis ke Gudang C
TRX0695,2025-04-28,restock,Botol 250ml,,Gudang A,196,0,0,0,0,1500,294000,cash,selesai,Restock otomatis ke Gudang A
TRX0696,2025-04-28,penjualan,Botol 250ml,Gudang D,,0,96,0,0,0,1800,172800,transfer,pending,Penjualan otomatis dari Gudang D
TRX0697,2025-04-28,penjualan,Botol 250ml,Gudang D,,0,37,0,0,0,1800,66600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0698,2025-04-28,penjualan,Botol 1500ml,Gudang C,,0,92,1,0,0,3800,349600,cash,selesai,Penjualan otomatis dari Gudang C
TRX0699,2025-04-28,stok_adjustment,Botol 1500ml,Gudang B,,0,0,70,25,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0700,2025-04-29,penjualan,Botol 1500ml,Gudang A,,0,31,1,0,0,3500,108500,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0701,2025-04-29,penjualan,Botol 500ml,Gudang A,,0,89,0,0,0,2000,178000,non-cash,pending,Penjualan otomatis dari Gudang A
TRX0702,2025-04-29,penjualan,Botol 600ml,Gudang A,,0,10,1,0,0,2400,24000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0703,2025-04-29,pindah_gudang,Botol 330ml,Gudang C,Gudang B,53,53,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX0704,2025-04-29,pindah_gudang,Botol 1000ml,Gudang B,Gudang D,67,67,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0705,2025-04-29,stok_adjustment,Botol 750ml,Gudang B,,0,0,109,27,10,0,0,none,selesai,Penyesuaian stok periodik
TRX0706,2025-04-30,penjualan,Botol 1000ml,Gudang D,,0,85,0,3,0,3300,280500,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0707,2025-04-30,penjualan,Botol 750ml,Gudang B,,0,15,1,0,0,2600,39000,transfer,pending,Penjualan otomatis dari Gudang B
TRX0708,2025-04-30,penjualan,Botol 1500ml,Gudang D,,0,68,3,0,0,3500,238000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0709,2025-04-30,penjualan,Botol 330ml,Gudang A,,0,77,0,0,0,2000,154000,tempo,pending,Penjualan otomatis dari Gudang A
TRX0710,2025-04-30,penjualan,Botol 1000ml,Gudang B,,0,52,0,0,0,3200,166400,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0711,2025-04-30,penjualan,Botol 250ml,Gudang D,,0,62,0,0,0,1500,93000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0712,2025-04-30,stok_adjustment,Botol 1500ml,Gudang A,,0,0,62,42,5,0,0,none,selesai,Penyesuaian stok periodik
TRX0713,2025-05-01,restock,Botol 600ml,,Gudang C,397,0,0,0,0,2200,873400,cash,selesai,Restock otomatis ke Gudang C
TRX0714,2025-05-01,restock,Botol 330ml,,Gudang B,237,0,0,0,0,1700,402900,cash,selesai,Restock otomatis ke Gudang B
TRX0715,2025-05-01,restock,Botol 500ml,,Gudang A,280,0,0,0,0,2000,560000,cash,selesai,Restock otomatis ke Gudang A
TRX0716,2025-05-01,penjualan,Botol 500ml,Gudang A,,0,42,0,0,0,2200,92400,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0717,2025-05-01,penjualan,Botol 330ml,Gudang C,,0,13,0,0,0,2000,26000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0718,2025-05-01,penjualan,Botol 250ml,Gudang A,,0,50,0,0,0,1800,90000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0719,2025-05-01,penjualan,Botol 750ml,Gudang B,,0,56,0,0,0,2600,145600,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0720,2025-05-01,penjualan,Botol 1500ml,Gudang D,,0,43,0,0,0,3700,159100,cash,pending,Penjualan otomatis dari Gudang D
TRX0721,2025-05-01,penjualan,Botol 750ml,Gudang C,,0,32,0,0,0,2600,83200,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0722,2025-05-01,pindah_gudang,Botol 600ml,Gudang D,Gudang C,143,143,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0723,2025-05-02,restock,Botol 1500ml,,Gudang C,81,0,0,0,0,3500,283500,transfer,selesai,Restock otomatis ke Gudang C
TRX0724,2025-05-02,restock,Botol 750ml,,Gudang A,325,0,0,0,0,2600,845000,cash,selesai,Restock otomatis ke Gudang A
TRX0725,2025-05-02,penjualan,Botol 250ml,Gudang B,,0,37,0,0,0,1500,55500,transfer,pending,Penjualan otomatis dari Gudang B
TRX0726,2025-05-02,penjualan,Botol 600ml,Gudang D,,0,43,1,0,0,2400,103200,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0727,2025-05-02,penjualan,Botol 1000ml,Gudang D,,0,36,0,0,0,3200,115200,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0728,2025-05-02,penjualan,Botol 1500ml,Gudang D,,0,23,0,0,0,3500,80500,cash,selesai,Penjualan otomatis dari Gudang D
TRX0729,2025-05-02,penjualan,Botol 330ml,Gudang C,,0,27,0,0,0,1700,45900,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0730,2025-05-02,penjualan,Botol 500ml,Gudang D,,0,70,0,0,0,2000,140000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0731,2025-05-03,restock,Botol 750ml,,Gudang C,369,0,0,0,0,2600,959400,cash,selesai,Restock otomatis ke Gudang C
TRX0732,2025-05-03,restock,Botol 600ml,,Gudang B,182,0,0,0,0,2200,400400,transfer,selesai,Restock otomatis ke Gudang B
TRX0733,2025-05-03,penjualan,Botol 330ml,Gudang B,,0,21,0,0,0,1900,39900,cash,selesai,Penjualan otomatis dari Gudang B
TRX0734,2025-05-03,penjualan,Botol 500ml,Gudang D,,0,86,9,0,0,2000,172000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0735,2025-05-03,penjualan,Botol 1000ml,Gudang A,,0,73,0,0,0,3300,240900,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0736,2025-05-03,penjualan,Botol 750ml,Gudang A,,0,63,0,0,0,2800,176400,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0737,2025-05-03,penjualan,Botol 750ml,Gudang A,,0,73,7,0,0,2900,211700,tempo,batal,Penjualan otomatis dari Gudang A
TRX0738,2025-05-03,penjualan,Botol 600ml,Gudang B,,0,75,0,0,0,2200,165000,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0739,2025-05-04,restock,Botol 1500ml,,Gudang B,96,0,0,0,0,3500,336000,cash,selesai,Restock otomatis ke Gudang B
TRX0740,2025-05-04,restock,Botol 250ml,,Gudang A,252,0,0,0,0,1500,378000,cash,selesai,Restock otomatis ke Gudang A
TRX0741,2025-05-04,penjualan,Botol 750ml,Gudang A,,0,26,0,0,0,2900,75400,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0742,2025-05-04,penjualan,Botol 1000ml,Gudang D,,0,70,0,0,0,3200,224000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0743,2025-05-04,penjualan,Botol 330ml,Gudang A,,0,79,0,0,0,1700,134300,cash,selesai,Penjualan otomatis dari Gudang A
TRX0744,2025-05-04,penjualan,Botol 330ml,Gudang D,,0,61,0,0,0,2000,122000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0745,2025-05-04,pindah_gudang,Botol 250ml,Gudang A,Gudang D,159,159,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0746,2025-05-04,pindah_gudang,Botol 1500ml,Gudang D,Gudang B,37,37,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0747,2025-05-04,stok_adjustment,Botol 750ml,Gudang C,,0,0,8,26,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0748,2025-05-05,restock,Botol 1000ml,,Gudang B,256,0,0,0,0,3000,768000,transfer,selesai,Restock otomatis ke Gudang B
TRX0749,2025-05-05,penjualan,Botol 600ml,Gudang D,,0,24,0,0,0,2500,60000,transfer,pending,Penjualan otomatis dari Gudang D
TRX0750,2025-05-05,penjualan,Botol 330ml,Gudang D,,0,33,0,1,0,1700,56100,cash,batal,Penjualan otomatis dari Gudang D
TRX0751,2025-05-05,penjualan,Botol 250ml,Gudang C,,0,13,0,0,0,1500,19500,cash,pending,Penjualan otomatis dari Gudang C
TRX0752,2025-05-05,pindah_gudang,Botol 330ml,Gudang A,Gudang B,46,46,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX0753,2025-05-06,restock,Botol 1000ml,,Gudang A,290,0,0,0,0,3000,870000,cash,selesai,Restock otomatis ke Gudang A
TRX0754,2025-05-06,penjualan,Botol 600ml,Gudang C,,0,59,0,0,0,2200,129800,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0755,2025-05-06,penjualan,Botol 600ml,Gudang C,,0,62,0,1,0,2500,155000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0756,2025-05-06,penjualan,Botol 1000ml,Gudang B,,0,17,0,0,0,3000,51000,tempo,pending,Penjualan otomatis dari Gudang B
TRX0757,2025-05-06,pindah_gudang,Botol 250ml,Gudang B,Gudang C,21,21,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX0758,2025-05-06,pindah_gudang,Botol 1500ml,Gudang B,Gudang D,154,154,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0759,2025-05-06,stok_adjustment,Botol 1000ml,Gudang B,,0,0,83,120,6,0,0,none,selesai,Penyesuaian stok periodik
TRX0760,2025-05-07,penjualan,Botol 600ml,Gudang D,,0,65,0,0,0,2400,156000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0761,2025-05-07,penjualan,Botol 600ml,Gudang C,,0,18,2,1,0,2400,43200,cash,selesai,Penjualan otomatis dari Gudang C
TRX0762,2025-05-07,penjualan,Botol 500ml,Gudang B,,0,14,0,0,0,2000,28000,tempo,pending,Penjualan otomatis dari Gudang B
TRX0763,2025-05-07,penjualan,Botol 330ml,Gudang C,,0,18,0,0,0,1700,30600,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0764,2025-05-08,penjualan,Botol 1500ml,Gudang C,,0,51,0,0,0,3500,178500,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0765,2025-05-08,pindah_gudang,Botol 250ml,Gudang C,Gudang B,95,95,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX0766,2025-05-08,pindah_gudang,Botol 330ml,Gudang D,Gudang C,153,153,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0767,2025-05-09,restock,Botol 1000ml,,Gudang B,212,0,0,0,0,3000,636000,cash,selesai,Restock otomatis ke Gudang B
TRX0768,2025-05-09,penjualan,Botol 500ml,Gudang D,,0,69,0,0,0,2000,138000,transfer,batal,Penjualan otomatis dari Gudang D
TRX0769,2025-05-10,restock,Botol 1500ml,,Gudang A,375,0,0,0,0,3500,1312500,cash,selesai,Restock otomatis ke Gudang A
TRX0770,2025-05-10,restock,Botol 330ml,,Gudang A,162,0,0,0,0,1700,275400,cash,selesai,Restock otomatis ke Gudang A
TRX0771,2025-05-10,penjualan,Botol 750ml,Gudang C,,0,28,0,0,0,2900,81200,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0772,2025-05-10,penjualan,Botol 1500ml,Gudang A,,0,12,0,0,0,3700,44400,tempo,batal,Penjualan otomatis dari Gudang A
TRX0773,2025-05-10,pindah_gudang,Botol 500ml,Gudang B,Gudang C,200,200,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX0774,2025-05-10,pindah_gudang,Botol 250ml,Gudang D,Gudang A,51,51,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0775,2025-05-10,stok_adjustment,Botol 1500ml,Gudang A,,0,0,66,71,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0776,2025-05-11,restock,Botol 1000ml,,Gudang B,166,0,0,0,0,3000,498000,cash,selesai,Restock otomatis ke Gudang B
TRX0777,2025-05-11,penjualan,Botol 250ml,Gudang C,,0,39,0,0,0,1500,58500,non-cash,pending,Penjualan otomatis dari Gudang C
TRX0778,2025-05-11,penjualan,Botol 1000ml,Gudang B,,0,10,0,0,0,3300,33000,cash,selesai,Penjualan otomatis dari Gudang B
TRX0779,2025-05-11,pindah_gudang,Botol 330ml,Gudang B,Gudang C,174,174,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX0780,2025-05-11,pindah_gudang,Botol 750ml,Gudang D,Gudang B,30,30,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0781,2025-05-12,restock,Botol 500ml,,Gudang C,187,0,0,0,0,2000,374000,transfer,selesai,Restock otomatis ke Gudang C
TRX0782,2025-05-12,penjualan,Botol 600ml,Gudang B,,0,44,0,0,0,2500,110000,cash,selesai,Penjualan otomatis dari Gudang B
TRX0783,2025-05-12,penjualan,Botol 750ml,Gudang C,,0,54,0,0,0,2600,140400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0784,2025-05-12,penjualan,Botol 750ml,Gudang D,,0,11,0,0,0,2600,28600,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0785,2025-05-12,penjualan,Botol 250ml,Gudang D,,0,29,0,0,0,1700,49300,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0786,2025-05-12,pindah_gudang,Botol 500ml,Gudang D,Gudang C,104,104,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0787,2025-05-12,pindah_gudang,Botol 1500ml,Gudang A,Gudang C,86,86,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX0788,2025-05-12,stok_adjustment,Botol 600ml,Gudang A,,0,0,1,0,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0789,2025-05-13,restock,Botol 330ml,,Gudang A,283,0,0,0,0,1700,481100,transfer,selesai,Restock otomatis ke Gudang A
TRX0790,2025-05-13,penjualan,Botol 750ml,Gudang A,,0,35,0,0,0,2900,101500,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0791,2025-05-13,penjualan,Botol 250ml,Gudang C,,0,52,0,0,0,1500,78000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0792,2025-05-13,penjualan,Botol 1000ml,Gudang C,,0,30,0,0,0,3200,96000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0793,2025-05-13,pindah_gudang,Botol 1500ml,Gudang C,Gudang A,101,101,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX0794,2025-05-13,stok_adjustment,Botol 250ml,Gudang D,,0,0,47,41,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0795,2025-05-14,penjualan,Botol 250ml,Gudang D,,0,60,0,0,0,1700,102000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0796,2025-05-14,penjualan,Botol 500ml,Gudang A,,0,41,0,0,0,2000,82000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0797,2025-05-14,penjualan,Botol 750ml,Gudang B,,0,24,0,0,0,2800,67200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0798,2025-05-14,penjualan,Botol 330ml,Gudang C,,0,30,0,0,0,1700,51000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0799,2025-05-14,penjualan,Botol 250ml,Gudang D,,0,24,0,0,0,1700,40800,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0800,2025-05-14,pindah_gudang,Botol 1500ml,Gudang A,Gudang B,150,150,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX0801,2025-05-15,restock,Botol 250ml,,Gudang B,334,0,0,0,0,1500,501000,transfer,selesai,Restock otomatis ke Gudang B
TRX0802,2025-05-15,restock,Botol 750ml,,Gudang B,197,0,0,0,0,2600,512200,cash,selesai,Restock otomatis ke Gudang B
TRX0803,2025-05-15,penjualan,Botol 330ml,Gudang D,,0,64,8,0,0,1900,121600,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0804,2025-05-15,penjualan,Botol 750ml,Gudang C,,0,69,0,0,0,2600,179400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0805,2025-05-15,penjualan,Botol 600ml,Gudang C,,0,36,2,2,0,2500,90000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0806,2025-05-16,restock,Botol 1500ml,,Gudang B,114,0,0,0,0,3500,399000,transfer,selesai,Restock otomatis ke Gudang B
TRX0807,2025-05-16,restock,Botol 250ml,,Gudang B,83,0,0,0,0,1500,124500,cash,selesai,Restock otomatis ke Gudang B
TRX0808,2025-05-16,restock,Botol 1000ml,,Gudang C,197,0,0,0,0,3000,591000,transfer,selesai,Restock otomatis ke Gudang C
TRX0809,2025-05-16,penjualan,Botol 1500ml,Gudang C,,0,10,0,0,0,3700,37000,cash,selesai,Penjualan otomatis dari Gudang C
TRX0810,2025-05-16,pindah_gudang,Botol 330ml,Gudang D,Gudang A,197,197,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0811,2025-05-16,pindah_gudang,Botol 1500ml,Gudang D,Gudang C,186,186,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0812,2025-05-17,restock,Botol 330ml,,Gudang B,158,0,0,0,0,1700,268600,cash,selesai,Restock otomatis ke Gudang B
TRX0813,2025-05-17,restock,Botol 1000ml,,Gudang D,96,0,0,0,0,3000,288000,transfer,selesai,Restock otomatis ke Gudang D
TRX0814,2025-05-17,penjualan,Botol 1500ml,Gudang C,,0,70,7,0,0,3800,266000,cash,selesai,Penjualan otomatis dari Gudang C
TRX0815,2025-05-17,penjualan,Botol 1500ml,Gudang B,,0,45,0,0,0,3700,166500,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0816,2025-05-17,penjualan,Botol 750ml,Gudang A,,0,71,7,0,0,2600,184600,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0817,2025-05-17,penjualan,Botol 1500ml,Gudang D,,0,26,0,0,0,3500,91000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0818,2025-05-17,pindah_gudang,Botol 1000ml,Gudang C,Gudang A,54,54,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX0819,2025-05-18,restock,Botol 750ml,,Gudang A,136,0,0,0,0,2600,353600,cash,selesai,Restock otomatis ke Gudang A
TRX0820,2025-05-18,restock,Botol 330ml,,Gudang C,197,0,0,0,0,1700,334900,transfer,selesai,Restock otomatis ke Gudang C
TRX0821,2025-05-18,penjualan,Botol 600ml,Gudang B,,0,36,0,0,0,2400,86400,cash,selesai,Penjualan otomatis dari Gudang B
TRX0822,2025-05-18,penjualan,Botol 1500ml,Gudang A,,0,12,1,0,0,3500,42000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0823,2025-05-18,penjualan,Botol 750ml,Gudang A,,0,16,0,0,0,2900,46400,cash,selesai,Penjualan otomatis dari Gudang A
TRX0824,2025-05-18,penjualan,Botol 1000ml,Gudang C,,0,36,0,0,0,3200,115200,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0825,2025-05-18,penjualan,Botol 1000ml,Gudang B,,0,57,4,0,0,3200,182400,cash,selesai,Penjualan otomatis dari Gudang B
TRX0826,2025-05-18,stok_adjustment,Botol 250ml,Gudang C,,0,0,13,41,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0827,2025-05-19,restock,Botol 330ml,,Gudang A,127,0,0,0,0,1700,215900,cash,selesai,Restock otomatis ke Gudang A
TRX0828,2025-05-19,restock,Botol 1500ml,,Gudang D,342,0,0,0,0,3500,1197000,transfer,selesai,Restock otomatis ke Gudang D
TRX0829,2025-05-19,restock,Botol 1500ml,,Gudang A,335,0,0,0,0,3500,1172500,cash,selesai,Restock otomatis ke Gudang A
TRX0830,2025-05-19,penjualan,Botol 750ml,Gudang B,,0,43,0,3,0,2600,111800,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0831,2025-05-19,penjualan,Botol 330ml,Gudang D,,0,15,0,0,0,2000,30000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0832,2025-05-19,penjualan,Botol 500ml,Gudang A,,0,14,0,0,0,2200,30800,cash,selesai,Penjualan otomatis dari Gudang A
TRX0833,2025-05-19,penjualan,Botol 250ml,Gudang D,,0,58,0,0,0,1500,87000,tempo,pending,Penjualan otomatis dari Gudang D
TRX0834,2025-05-19,penjualan,Botol 330ml,Gudang A,,0,21,0,0,0,1700,35700,cash,selesai,Penjualan otomatis dari Gudang A
TRX0835,2025-05-19,penjualan,Botol 1000ml,Gudang B,,0,32,0,0,0,3200,102400,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0836,2025-05-19,pindah_gudang,Botol 330ml,Gudang C,Gudang D,197,197,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX0837,2025-05-19,pindah_gudang,Botol 250ml,Gudang B,Gudang D,116,116,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0838,2025-05-20,penjualan,Botol 600ml,Gudang D,,0,46,0,0,0,2400,110400,non-cash,pending,Penjualan otomatis dari Gudang D
TRX0839,2025-05-20,penjualan,Botol 1000ml,Gudang D,,0,10,1,0,0,3200,32000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0840,2025-05-20,penjualan,Botol 330ml,Gudang A,,0,19,0,0,0,1900,36100,cash,selesai,Penjualan otomatis dari Gudang A
TRX0841,2025-05-20,pindah_gudang,Botol 600ml,Gudang C,Gudang B,139,139,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX0842,2025-05-20,stok_adjustment,Botol 250ml,Gudang B,,0,0,7,18,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0843,2025-05-21,restock,Botol 1000ml,,Gudang D,173,0,0,0,0,3000,519000,cash,selesai,Restock otomatis ke Gudang D
TRX0844,2025-05-21,penjualan,Botol 1000ml,Gudang A,,0,49,0,0,0,3000,147000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0845,2025-05-21,penjualan,Botol 500ml,Gudang C,,0,66,0,0,0,2000,132000,cash,selesai,Penjualan otomatis dari Gudang C
TRX0846,2025-05-21,penjualan,Botol 250ml,Gudang D,,0,49,0,0,0,1500,73500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0847,2025-05-21,pindah_gudang,Botol 250ml,Gudang D,Gudang B,123,123,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0848,2025-05-22,penjualan,Botol 1000ml,Gudang B,,0,57,0,0,0,3000,171000,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0849,2025-05-22,pindah_gudang,Botol 250ml,Gudang B,Gudang D,98,98,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0850,2025-05-22,pindah_gudang,Botol 1000ml,Gudang C,Gudang D,139,139,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX0851,2025-05-23,penjualan,Botol 750ml,Gudang C,,0,47,0,0,0,2900,136300,cash,selesai,Penjualan otomatis dari Gudang C
TRX0852,2025-05-23,penjualan,Botol 250ml,Gudang B,,0,64,0,0,0,1500,96000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0853,2025-05-23,penjualan,Botol 1500ml,Gudang C,,0,34,0,0,0,3500,119000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0854,2025-05-23,penjualan,Botol 1000ml,Gudang D,,0,59,0,0,0,3200,188800,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0855,2025-05-23,pindah_gudang,Botol 600ml,Gudang D,Gudang B,99,99,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0856,2025-05-23,pindah_gudang,Botol 330ml,Gudang D,Gudang A,106,106,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0857,2025-05-24,restock,Botol 500ml,,Gudang A,279,0,0,0,0,2000,558000,transfer,selesai,Restock otomatis ke Gudang A
TRX0858,2025-05-24,restock,Botol 250ml,,Gudang B,170,0,0,0,0,1500,255000,transfer,selesai,Restock otomatis ke Gudang B
TRX0859,2025-05-24,restock,Botol 1500ml,,Gudang B,277,0,0,0,0,3500,969500,cash,selesai,Restock otomatis ke Gudang B
TRX0860,2025-05-24,penjualan,Botol 1500ml,Gudang A,,0,25,0,0,0,3800,95000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0861,2025-05-24,penjualan,Botol 1500ml,Gudang A,,0,37,0,0,0,3500,129500,cash,pending,Penjualan otomatis dari Gudang A
TRX0862,2025-05-24,penjualan,Botol 750ml,Gudang A,,0,91,0,0,0,2800,254800,cash,selesai,Penjualan otomatis dari Gudang A
TRX0863,2025-05-24,penjualan,Botol 750ml,Gudang A,,0,59,0,0,0,2600,153400,non-cash,selesai,Penjualan otomatis dari Gudang A
